Extracted:,"United Nations High Commissioner for Refugees"
"Date extracted:","06/04/2023 14:28 UTC"
"Last updated:","16 June 2022"
"Some data presented may differ from statistics published previously due to retroactive changes or the inclusion of previously unavailable data."

"Data table contains the following:","Population figures"
"Content type","End year stock population totals"
"Data quick link",https://www.unhcr.org/refugee-statistics/download/?url=15Eqwr
"Data definitions",https://www.unhcr.org/refugee-statistics/methodology/
"Usage licence",https://creativecommons.org/licenses/by/4.0/
"Population types included","REF,ROC,ASY,IDP,IOC,OIP,OOC,STA"
Years:
Origin:,all
"Country of asylum:",all
Year,"Country of origin","Country of origin (ISO)","Country of asylum","Country of asylum (ISO)","Refugees under UNHCR's mandate",Asylum-seekers,"Other people in need of international protection"
2022,Azerbaijan,AZE,Switzerland,CHE,60,75,-
2022,Azerbaijan,AZE,Turkmenistan,TKM,5,0,-
2022,Azerbaijan,AZE,Ukraine,UKR,70,17,-
2022,Azerbaijan,AZE,"United States of America",USA,540,1701,-
2022,Bahrain,BHR,Australia,AUS,44,5,-
2022,Bahrain,BHR,Canada,CAN,11,11,-
2022,Bahrain,BHR,Denmark,DNK,5,0,-
2022,Bahrain,BHR,France,FRA,21,0,-
2022,Bahrain,BHR,"United Kingdom of Great Britain and Northern Ireland",GBR,101,20,-
2022,Bahrain,BHR,Germany,DEU,68,0,-
2022,Bahrain,BHR,Ireland,IRL,11,0,-
2022,Bahrain,BHR,Iraq,IRQ,0,25,-
2022,Bahrain,BHR,Lebanon,LBN,14,5,-
2022,Bahrain,BHR,Netherlands,NLD,22,5,-
2022,Bahrain,BHR,"New Zealand",NZL,8,6,-
2022,Bahrain,BHR,"South Africa",ZAF,0,5,-
2022,Bahrain,BHR,Sweden,SWE,16,5,-
2022,Bahrain,BHR,"Syrian Arab Rep.",SYR,5,0,-
2022,Bahrain,BHR,"United States of America",USA,30,60,-
2022,Barbados,BRB,Canada,CAN,177,148,-
2022,Barbados,BRB,"United Kingdom of Great Britain and Northern Ireland",GBR,15,16,-
2022,Barbados,BRB,"United States of America",USA,0,5,-
2022,Burundi,BDI,Angola,AGO,17,99,-
2022,Burundi,BDI,Egypt,EGY,56,62,-
2022,Burundi,BDI,Argentina,ARG,5,0,-
2022,Burundi,BDI,Australia,AUS,53,27,-
2022,Burundi,BDI,Austria,AUT,15,29,-
2022,Burundi,BDI,Belgium,BEL,2408,354,-
2022,Burundi,BDI,Benin,BEN,5,0,-
2022,Burundi,BDI,"Burkina Faso",BFA,26,5,-
2022,Burundi,BDI,Botswana,BWA,59,0,-
2022,Burundi,BDI,Brazil,BRA,48,21,-
2022,Burundi,BDI,Canada,CAN,888,228,-
2022,Burundi,BDI,"Central African Rep.",CAF,24,0,-
2022,Burundi,BDI,Chad,TCD,6,0,-
2022,Burundi,BDI,Cameroon,CMR,50,20,-
2022,Burundi,BDI,Congo,COG,78,8,-
2022,Burundi,BDI,"Dem. Rep. of the Congo",COD,41187,1434,-
2022,Burundi,BDI,"Costa Rica",CRI,9,0,-
2022,Burundi,BDI,Cyprus,CYP,0,28,-
2022,Burundi,BDI,Czechia,CZE,5,0,-
2022,Burundi,BDI,Denmark,DNK,5,0,-
2022,Burundi,BDI,Ethiopia,ETH,63,68,-
2022,Burundi,BDI,Finland,FIN,6,0,-
2022,Burundi,BDI,France,FRA,1953,331,-
2022,Burundi,BDI,Gabon,GAB,6,0,-
2022,Burundi,BDI,"United Kingdom of Great Britain and Northern Ireland",GBR,53,19,-
2022,Burundi,BDI,Germany,DEU,134,57,-
2022,Burundi,BDI,Ghana,GHA,14,15,-
2022,Burundi,BDI,Guinea-Bissau,GNB,5,0,-
2022,Burundi,BDI,Greece,GRC,77,21,-
2022,Burundi,BDI,Guinea,GIN,6,0,-
2022,Burundi,BDI,"China, Hong Kong SAR",HKG,10,0,-
2022,Burundi,BDI,Croatia,HRV,0,33,-
2022,Burundi,BDI,"Cote d'Ivoire",CIV,34,0,-
2022,Burundi,BDI,India,IND,0,5,-
2022,Burundi,BDI,Ireland,IRL,31,5,-
2022,Burundi,BDI,Italy,ITA,8,0,-
2022,Burundi,BDI,Japan,JPN,9,0,-
2022,Burundi,BDI,Kenya,KEN,7697,13121,-
2022,Burundi,BDI,"Rep. of Korea",KOR,47,15,-
2022,Burundi,BDI,Madagascar,MDG,5,0,-
2022,Burundi,BDI,Mali,MLI,17,0,-
2022,Burundi,BDI,Malawi,MWI,5760,6960,-
2022,Burundi,BDI,Morocco,MAR,8,0,-
2022,Burundi,BDI,Mozambique,MOZ,909,8306,-
2022,Burundi,BDI,Namibia,NAM,325,131,-
2022,Burundi,BDI,Netherlands,NLD,255,5,-
2022,Burundi,BDI,Norway,NOR,31,0,-
2022,Burundi,BDI,Philippines,PHL,13,0,-
2022,Burundi,BDI,Romania,ROU,6,0,-
2022,Burundi,BDI,"South Africa",ZAF,2607,6669,-
2022,Burundi,BDI,Rwanda,RWA,48218,54,-
2022,Burundi,BDI,Senegal,SEN,5,0,-
2022,Burundi,BDI,Spain,ESP,8,0,-
2022,Burundi,BDI,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,8,115,-
2022,Burundi,BDI,"South Sudan",SSD,306,882,-
2022,Burundi,BDI,Sudan,SDN,11,8,-
2022,Burundi,BDI,Slovakia,SVK,5,0,-
2022,Burundi,BDI,Slovenia,SVN,0,83,-
2022,Burundi,BDI,Eswatini,SWZ,186,76,-
2022,Burundi,BDI,Sweden,SWE,223,5,-
2022,Burundi,BDI,Switzerland,CHE,71,20,-
2022,Burundi,BDI,"United Rep. of Tanzania",TZA,155996,8957,-
2022,Burundi,BDI,Togo,TGO,5,0,-
2022,Burundi,BDI,Tunisia,TUN,0,7,-
2022,Burundi,BDI,Uganda,UGA,39663,1961,-
2022,Burundi,BDI,"United States of America",USA,812,751,-
2022,Burundi,BDI,Zambia,ZMB,7729,1187,-
2022,Burundi,BDI,Zimbabwe,ZWE,701,209,-
2022,Belgium,BEL,Australia,AUS,0,5,-
2022,Belgium,BEL,Brazil,BRA,0,6,-
2022,Belgium,BEL,Canada,CAN,5,17,-
2022,Belgium,BEL,Germany,DEU,7,0,-
2022,Belgium,BEL,"Rep. of Moldova",MDA,5,0,-
2022,Belgium,BEL,"Russian Federation",RUS,0,8,-
2022,Belgium,BEL,"United States of America",USA,10,60,-
2022,Benin,BEN,Algeria,DZA,0,151,-
2022,Benin,BEN,Austria,AUT,5,8,-
2022,Benin,BEN,Belgium,BEL,40,51,-
2022,Benin,BEN,"Burkina Faso",BFA,7,0,-
2022,Benin,BEN,Brazil,BRA,5,265,-
2022,Benin,BEN,Canada,CAN,28,68,-
2022,Benin,BEN,France,FRA,221,164,-
2022,Benin,BEN,"United Kingdom of Great Britain and Northern Ireland",GBR,9,33,-
2022,Benin,BEN,Germany,DEU,113,139,-
2022,Benin,BEN,Ghana,GHA,15,5,-
2022,Benin,BEN,"Cote d'Ivoire",CIV,0,5,-
2022,Benin,BEN,Ireland,IRL,5,5,-
2022,Benin,BEN,Israel,ISR,0,5,-
2022,Benin,BEN,Italy,ITA,179,35,-
2022,Benin,BEN,Mauritania,MRT,0,8,-
2022,Benin,BEN,Mexico,MEX,5,31,-
2022,Benin,BEN,Morocco,MAR,0,6,-
2022,Benin,BEN,Netherlands,NLD,0,9,-
2022,Benin,BEN,Niger,NER,0,5,-
2022,Benin,BEN,Nigeria,NGA,5,0,-
2022,Benin,BEN,Portugal,PRT,5,5,-
2022,Benin,BEN,"South Africa",ZAF,5,35,-
2022,Benin,BEN,Spain,ESP,5,10,-
2022,Benin,BEN,Sweden,SWE,10,0,-
2022,Benin,BEN,Switzerland,CHE,9,5,-
2022,Benin,BEN,Togo,TGO,36,15,-
2022,Benin,BEN,Tunisia,TUN,0,7,-
2022,Benin,BEN,"United States of America",USA,77,282,-
2022,Bangladesh,BGD,Afghanistan,AFG,0,5,-
2022,Bangladesh,BGD,Egypt,EGY,0,10,-
2022,Bangladesh,BGD,Argentina,ARG,5,92,-
2022,Bangladesh,BGD,Australia,AUS,393,1314,-
2022,Bangladesh,BGD,Austria,AUT,369,268,-
2022,Bangladesh,BGD,Belgium,BEL,21,6,-
2022,Bangladesh,BGD,Brazil,BRA,33,4918,-
2022,Bangladesh,BGD,Bulgaria,BGR,8,16,-
2022,Bangladesh,BGD,Canada,CAN,951,1040,-
2022,Bangladesh,BGD,Chile,CHL,0,7,-
2022,Bangladesh,BGD,"Costa Rica",CRI,0,16,-
2022,Bangladesh,BGD,Cyprus,CYP,11,1977,-
2022,Bangladesh,BGD,Denmark,DNK,18,7,-
2022,Bangladesh,BGD,Ecuador,ECU,5,5,-
2022,Bangladesh,BGD,Fiji,FJI,5,0,-
2022,Bangladesh,BGD,Finland,FIN,23,16,-
2022,Bangladesh,BGD,France,FRA,8858,5013,-
2022,Bangladesh,BGD,"United Kingdom of Great Britain and Northern Ireland",GBR,1851,4436,-
2022,Bangladesh,BGD,Germany,DEU,874,289,-
2022,Bangladesh,BGD,Greece,GRC,352,2794,-
2022,Bangladesh,BGD,"China, Hong Kong SAR",HKG,15,0,-
2022,Bangladesh,BGD,Croatia,HRV,7,7,-
2022,Bangladesh,BGD,Hungary,HUN,10,0,-
2022,Bangladesh,BGD,Iceland,ISL,5,0,-
2022,Bangladesh,BGD,India,IND,8,0,-
2022,Bangladesh,BGD,Ireland,IRL,118,158,-
2022,Bangladesh,BGD,Italy,ITA,5768,7148,-
2022,Bangladesh,BGD,Jordan,JOR,0,5,-
2022,Bangladesh,BGD,Japan,JPN,18,0,-
2022,Bangladesh,BGD,"Rep. of Korea",KOR,129,1004,-
2022,Bangladesh,BGD,Lebanon,LBN,0,120,-
2022,Bangladesh,BGD,Mexico,MEX,10,119,-
2022,Bangladesh,BGD,Mali,MLI,0,32,-
2022,Bangladesh,BGD,Malaysia,MYS,43,21,-
2022,Bangladesh,BGD,Morocco,MAR,0,40,-
2022,Bangladesh,BGD,Malta,MLT,15,182,-
2022,Bangladesh,BGD,Nepal,NPL,5,0,-
2022,Bangladesh,BGD,Netherlands,NLD,46,12,-
2022,Bangladesh,BGD,Norway,NOR,5,0,-
2022,Bangladesh,BGD,Nauru,NRU,17,21,-
2022,Bangladesh,BGD,"New Zealand",NZL,10,12,-
2022,Bangladesh,BGD,Panama,PAN,0,15,-
2022,Bangladesh,BGD,Paraguay,PRY,0,5,-
2022,Bangladesh,BGD,Peru,PER,26,0,-
2022,Bangladesh,BGD,"Papua New Guinea",PNG,15,6,-
2022,Bangladesh,BGD,Poland,POL,13,12,-
2022,Bangladesh,BGD,Portugal,PRT,135,30,-
2022,Bangladesh,BGD,Romania,ROU,11,80,-
2022,Bangladesh,BGD,"South Africa",ZAF,200,24428,-
2022,Bangladesh,BGD,"Russian Federation",RUS,5,0,-
2022,Bangladesh,BGD,Somalia,SOM,6,0,-
2022,Bangladesh,BGD,Spain,ESP,26,155,-
2022,Bangladesh,BGD,Slovakia,SVK,0,18,-
2022,Bangladesh,BGD,Slovenia,SVN,0,37,-
2022,Bangladesh,BGD,Sweden,SWE,243,105,-
2022,Bangladesh,BGD,Switzerland,CHE,22,12,-
2022,Bangladesh,BGD,"Trinidad and Tobago",TTO,8,82,-
2022,Bangladesh,BGD,Tunisia,TUN,0,6,-
2022,Bangladesh,BGD,Ukraine,UKR,5,136,-
2022,Bangladesh,BGD,Uruguay,URY,0,140,-
2022,Bangladesh,BGD,"United States of America",USA,2667,10703,-
2022,Bahamas,BHS,Canada,CAN,445,608,-
2022,Bahamas,BHS,"South Africa",ZAF,0,14,-
2022,Bahamas,BHS,"United States of America",USA,183,255,-
2022,Bhutan,BTN,Australia,AUS,5,17,-
2022,Bhutan,BTN,Brazil,BRA,31,35,-
2022,Bhutan,BTN,Canada,CAN,5,0,-
2022,Bhutan,BTN,France,FRA,178,0,-
2022,Bhutan,BTN,"United Kingdom of Great Britain and Northern Ireland",GBR,19,0,-
2022,Bhutan,BTN,Germany,DEU,21,0,-
2022,Bhutan,BTN,Ireland,IRL,10,0,-
2022,Bhutan,BTN,Luxembourg,LUX,5,0,-
2022,Bhutan,BTN,Nepal,NPL,6365,0,-
2022,Bhutan,BTN,Netherlands,NLD,33,0,-
2022,Bhutan,BTN,"United States of America",USA,32,417,-
2022,"Burkina Faso",BFA,Algeria,DZA,6,50,-
2022,"Burkina Faso",BFA,Austria,AUT,5,7,-
2022,"Burkina Faso",BFA,Belgium,BEL,120,72,-
2022,"Burkina Faso",BFA,Benin,BEN,194,5,-
2022,"Burkina Faso",BFA,Brazil,BRA,96,241,-
2022,"Burkina Faso",BFA,Canada,CAN,80,99,-
2022,"Burkina Faso",BFA,Cameroon,CMR,0,24,-
2022,"Burkina Faso",BFA,"Costa Rica",CRI,0,5,-
2022,"Burkina Faso",BFA,Cyprus,CYP,0,10,-
2022,"Burkina Faso",BFA,Finland,FIN,5,0,-
2022,"Burkina Faso",BFA,France,FRA,590,242,-
2022,"Burkina Faso",BFA,"United Kingdom of Great Britain and Northern Ireland",GBR,11,14,-
2022,"Burkina Faso",BFA,Germany,DEU,120,158,-
2022,"Burkina Faso",BFA,Greece,GRC,47,22,-
2022,"Burkina Faso",BFA,"Cote d'Ivoire",CIV,3332,5,-
2022,"Burkina Faso",BFA,Israel,ISR,0,6,-
2022,"Burkina Faso",BFA,Italy,ITA,894,243,-
2022,"Burkina Faso",BFA,"Rep. of Korea",KOR,0,5,-
2022,"Burkina Faso",BFA,Luxembourg,LUX,0,5,-
2022,"Burkina Faso",BFA,Mauritania,MRT,17,92,-
2022,"Burkina Faso",BFA,Mexico,MEX,17,97,-
2022,"Burkina Faso",BFA,Mali,MLI,22052,0,-
2022,"Burkina Faso",BFA,Morocco,MAR,7,37,-
2022,"Burkina Faso",BFA,Malta,MLT,5,12,-
2022,"Burkina Faso",BFA,Netherlands,NLD,12,0,-
2022,"Burkina Faso",BFA,Niger,NER,0,17844,-
2022,"Burkina Faso",BFA,"South Africa",ZAF,0,39,-
2022,"Burkina Faso",BFA,"Saudi Arabia",SAU,0,11,-
2022,"Burkina Faso",BFA,Spain,ESP,47,345,-
2022,"Burkina Faso",BFA,Slovenia,SVN,0,7,-
2022,"Burkina Faso",BFA,Sweden,SWE,5,0,-
2022,"Burkina Faso",BFA,Switzerland,CHE,14,5,-
2022,"Burkina Faso",BFA,"Syrian Arab Rep.",SYR,0,5,-
2022,"Burkina Faso",BFA,Tunisia,TUN,15,61,-
2022,"Burkina Faso",BFA,"United States of America",USA,1425,3476,-
2022,Belarus,BLR,Argentina,ARG,0,6,-
2022,Belarus,BLR,Australia,AUS,7,0,-
2022,Belarus,BLR,Austria,AUT,30,22,-
2022,Belarus,BLR,Belgium,BEL,77,67,-
2022,Belarus,BLR,Brazil,BRA,0,8,-
2022,Belarus,BLR,Bulgaria,BGR,28,0,-
2022,Belarus,BLR,Canada,CAN,20,13,-
2022,Belarus,BLR,"Costa Rica",CRI,0,5,-
2022,Belarus,BLR,Cyprus,CYP,0,6,-
2022,Belarus,BLR,Czechia,CZE,180,43,-
2022,Belarus,BLR,Denmark,DNK,5,44,-
2022,Belarus,BLR,Estonia,EST,18,6,-
2022,Belarus,BLR,Finland,FIN,19,22,-
2022,Belarus,BLR,France,FRA,844,52,-
2022,Belarus,BLR,"United Kingdom of Great Britain and Northern Ireland",GBR,92,104,-
2022,Belarus,BLR,Georgia,GEO,0,12,-
2022,Belarus,BLR,Germany,DEU,905,396,-
2022,Belarus,BLR,Greece,GRC,6,6,-
2022,Belarus,BLR,Croatia,HRV,5,0,-
2022,Belarus,BLR,Iceland,ISL,0,5,-
2022,Belarus,BLR,Ireland,IRL,23,13,-
2022,Belarus,BLR,Israel,ISR,5,614,-
2022,Belarus,BLR,Italy,ITA,74,85,-
2022,Belarus,BLR,Liechtenstein,LIE,0,5,-
2022,Belarus,BLR,Lithuania,LTU,121,210,-
2022,Belarus,BLR,Luxembourg,LUX,0,10,-
2022,Belarus,BLR,Latvia,LVA,102,23,-
2022,Belarus,BLR,"Rep. of Moldova",MDA,66,7,-
2022,Belarus,BLR,Mexico,MEX,0,5,-
2022,Belarus,BLR,Montenegro,MNE,5,5,-
2022,Belarus,BLR,Malta,MLT,9,0,-
2022,Belarus,BLR,Netherlands,NLD,51,94,-
2022,Belarus,BLR,Norway,NOR,5,15,-
2022,Belarus,BLR,Panama,PAN,7,0,-
2022,Belarus,BLR,Poland,POL,3865,724,-
2022,Belarus,BLR,Portugal,PRT,394,16,-
2022,Belarus,BLR,Romania,ROU,31,7,-
2022,Belarus,BLR,Spain,ESP,193,260,-
2022,Belarus,BLR,Slovakia,SVK,39,5,-
2022,Belarus,BLR,Slovenia,SVN,5,0,-
2022,Belarus,BLR,Sweden,SWE,114,113,-
2022,Belarus,BLR,Switzerland,CHE,32,30,-
2022,Belarus,BLR,Ukraine,UKR,45,13,-
2022,Belarus,BLR,"United States of America",USA,1498,4160,-
2022,"Bolivia (Plurinational State of)",BOL,Argentina,ARG,60,65,-
2022,"Bolivia (Plurinational State of)",BOL,Brazil,BRA,154,461,-
2022,"Bolivia (Plurinational State of)",BOL,Canada,CAN,28,25,-
2022,"Bolivia (Plurinational State of)",BOL,Chile,CHL,0,21,-
2022,"Bolivia (Plurinational State of)",BOL,Colombia,COL,5,0,-
2022,"Bolivia (Plurinational State of)",BOL,"Costa Rica",CRI,0,18,-
2022,"Bolivia (Plurinational State of)",BOL,France,FRA,65,5,-
2022,"Bolivia (Plurinational State of)",BOL,"United Kingdom of Great Britain and Northern Ireland",GBR,23,19,-
2022,"Bolivia (Plurinational State of)",BOL,Germany,DEU,7,11,-
2022,"Bolivia (Plurinational State of)",BOL,Ireland,IRL,25,42,-
2022,"Bolivia (Plurinational State of)",BOL,Israel,ISR,0,5,-
2022,"Bolivia (Plurinational State of)",BOL,Italy,ITA,5,5,-
2022,"Bolivia (Plurinational State of)",BOL,"Rep. of Korea",KOR,0,5,-
2022,"Bolivia (Plurinational State of)",BOL,Mexico,MEX,0,43,-
2022,"Bolivia (Plurinational State of)",BOL,Netherlands,NLD,5,0,-
2022,"Bolivia (Plurinational State of)",BOL,Paraguay,PRY,16,17,-
2022,"Bolivia (Plurinational State of)",BOL,Peru,PER,20,31,-
2022,"Bolivia (Plurinational State of)",BOL,Spain,ESP,12,75,-
2022,"Bolivia (Plurinational State of)",BOL,Sweden,SWE,51,15,-
2022,"Bolivia (Plurinational State of)",BOL,Uruguay,URY,6,7,-
2022,"Bolivia (Plurinational State of)",BOL,"United States of America",USA,80,935,-
2022,Botswana,BWA,Canada,CAN,9,7,-
2022,Botswana,BWA,"United Kingdom of Great Britain and Northern Ireland",GBR,34,136,-
2022,Botswana,BWA,Germany,DEU,6,0,-
2022,Botswana,BWA,Ireland,IRL,13,249,-
2022,Botswana,BWA,Israel,ISR,0,5,-
2022,Botswana,BWA,"United States of America",USA,0,7,-
2022,Brazil,BRA,Argentina,ARG,0,23,-
2022,Brazil,BRA,Australia,AUS,9,183,-
2022,Brazil,BRA,Belgium,BEL,18,28,-
2022,Brazil,BRA,Canada,CAN,140,609,-
2022,Brazil,BRA,"Costa Rica",CRI,0,163,-
2022,Brazil,BRA,Ecuador,ECU,5,5,-
2022,Brazil,BRA,Finland,FIN,0,6,-
2022,Brazil,BRA,France,FRA,65,74,-
2022,Brazil,BRA,"United Kingdom of Great Britain and Northern Ireland",GBR,40,455,-
2022,Brazil,BRA,Germany,DEU,36,55,-
2022,Brazil,BRA,Guatemala,GTM,0,5,-
2022,Brazil,BRA,Ireland,IRL,37,104,-
2022,Brazil,BRA,Israel,ISR,0,5,-
2022,Brazil,BRA,Italy,ITA,412,228,-
2022,Brazil,BRA,"Rep. of Korea",KOR,0,13,-
2022,Brazil,BRA,Mexico,MEX,264,4845,-
2022,Brazil,BRA,Netherlands,NLD,6,6,-
2022,Brazil,BRA,"New Zealand",NZL,0,5,-
2022,Brazil,BRA,Paraguay,PRY,0,11,-
2022,Brazil,BRA,Peru,PER,5,12,-
2022,Brazil,BRA,Poland,POL,5,0,-
2022,Brazil,BRA,Portugal,PRT,19,29,-
2022,Brazil,BRA,Spain,ESP,63,895,-
2022,Brazil,BRA,Sweden,SWE,7,18,-
2022,Brazil,BRA,Switzerland,CHE,9,5,-
2022,Brazil,BRA,Uruguay,URY,0,24,-
2022,Brazil,BRA,"United States of America",USA,1131,27491,-
2022,"Brunei Darussalam",BRN,Australia,AUS,0,6,-
2022,"Bosnia and Herzegovina",BIH,Argentina,ARG,6,0,-
2022,"Bosnia and Herzegovina",BIH,Australia,AUS,0,5,-
2022,"Bosnia and Herzegovina",BIH,Austria,AUT,53,13,-
2022,"Bosnia and Herzegovina",BIH,Belgium,BEL,44,5,-
2022,"Bosnia and Herzegovina",BIH,Brazil,BRA,5,0,-
2022,"Bosnia and Herzegovina",BIH,Canada,CAN,5,5,-
2022,"Bosnia and Herzegovina",BIH,Cyprus,CYP,15,0,-
2022,"Bosnia and Herzegovina",BIH,Denmark,DNK,5,0,-
2022,"Bosnia and Herzegovina",BIH,France,FRA,6913,130,-
2022,"Bosnia and Herzegovina",BIH,"United Kingdom of Great Britain and Northern Ireland",GBR,8,5,-
2022,"Bosnia and Herzegovina",BIH,Germany,DEU,1356,873,-
2022,"Bosnia and Herzegovina",BIH,Ireland,IRL,5,0,-
2022,"Bosnia and Herzegovina",BIH,Italy,ITA,143,69,-
2022,"Bosnia and Herzegovina",BIH,Jordan,JOR,9,0,-
2022,"Bosnia and Herzegovina",BIH,Liechtenstein,LIE,5,0,-
2022,"Bosnia and Herzegovina",BIH,Luxembourg,LUX,5,6,-
2022,"Bosnia and Herzegovina",BIH,Montenegro,MNE,5,0,-
2022,"Bosnia and Herzegovina",BIH,Netherlands,NLD,1085,0,-
2022,"Bosnia and Herzegovina",BIH,Panama,PAN,5,0,-
2022,"Bosnia and Herzegovina",BIH,Poland,POL,7,0,-
2022,"Bosnia and Herzegovina",BIH,Portugal,PRT,5,0,-
2022,"Bosnia and Herzegovina",BIH,Spain,ESP,5,5,-
2022,"Bosnia and Herzegovina",BIH,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,7997,0,-
2022,"Bosnia and Herzegovina",BIH,Slovakia,SVK,36,0,-
2022,"Bosnia and Herzegovina",BIH,Slovenia,SVN,7,0,-
2022,"Bosnia and Herzegovina",BIH,Sweden,SWE,59,56,-
2022,"Bosnia and Herzegovina",BIH,Switzerland,CHE,302,13,-
2022,"Bosnia and Herzegovina",BIH,"United States of America",USA,86,216,-
2022,Bulgaria,BGR,Belgium,BEL,17,0,-
2022,Bulgaria,BGR,Brazil,BRA,0,5,-
2022,Bulgaria,BGR,Canada,CAN,75,22,-
2022,Bulgaria,BGR,France,FRA,70,0,-
2022,Bulgaria,BGR,Germany,DEU,81,5,-
2022,Bulgaria,BGR,"Rep. of Moldova",MDA,175,0,-
2022,Bulgaria,BGR,Norway,NOR,5,5,-
2022,Bulgaria,BGR,Poland,POL,5,0,-
2022,Bulgaria,BGR,Slovakia,SVK,8,0,-
2022,Bulgaria,BGR,Sweden,SWE,11,0,-
2022,Bulgaria,BGR,Switzerland,CHE,5,0,-
2022,Bulgaria,BGR,"United States of America",USA,154,306,-
2022,Belize,BLZ,"Costa Rica",CRI,0,5,-
2022,Belize,BLZ,"United Kingdom of Great Britain and Northern Ireland",GBR,0,5,-
2022,Belize,BLZ,Mexico,MEX,28,57,-
2022,Belize,BLZ,"United States of America",USA,36,333,-
2022,Cambodia,KHM,Australia,AUS,67,493,-
2022,Cambodia,KHM,Belgium,BEL,13,0,-
2022,Cambodia,KHM,Brazil,BRA,0,5,-
2022,Cambodia,KHM,Canada,CAN,27,0,-
2022,Cambodia,KHM,Finland,FIN,5,5,-
2022,Cambodia,KHM,France,FRA,11012,12,-
2022,Cambodia,KHM,Germany,DEU,34,31,-
2022,Cambodia,KHM,"Cote d'Ivoire",CIV,7,0,-
2022,Cambodia,KHM,Israel,ISR,0,5,-
2022,Cambodia,KHM,"Rep. of Korea",KOR,0,47,-
2022,Cambodia,KHM,Lesotho,LSO,5,0,-
2022,Cambodia,KHM,Mexico,MEX,24,47,-
2022,Cambodia,KHM,Malaysia,MYS,74,12,-
2022,Cambodia,KHM,Netherlands,NLD,17,0,-
2022,Cambodia,KHM,Philippines,PHL,13,0,-
2022,Cambodia,KHM,Slovakia,SVK,5,0,-
2022,Cambodia,KHM,Thailand,THA,247,87,-
2022,Cambodia,KHM,"United States of America",USA,116,82,-
2022,Canada,CAN,Australia,AUS,0,5,-
2022,Canada,CAN,Brazil,BRA,0,6,-
2022,Canada,CAN,Bulgaria,BGR,5,0,-
2022,Canada,CAN,France,FRA,5,0,-
2022,Canada,CAN,"United Kingdom of Great Britain and Northern Ireland",GBR,11,23,-
2022,Canada,CAN,Germany,DEU,41,0,-
2022,Canada,CAN,"Rep. of Moldova",MDA,13,0,-
2022,Canada,CAN,Mexico,MEX,0,23,-
2022,Canada,CAN,Poland,POL,16,0,-
2022,Canada,CAN,Portugal,PRT,13,5,-
2022,Canada,CAN,Spain,ESP,11,5,-
2022,Canada,CAN,Sweden,SWE,5,5,-
2022,Canada,CAN,Switzerland,CHE,0,5,-
2022,Canada,CAN,"United States of America",USA,11,109,-
2022,"Central African Rep.",CAF,Algeria,DZA,105,65,-
2022,"Central African Rep.",CAF,Angola,AGO,7,77,-
2022,"Central African Rep.",CAF,Egypt,EGY,45,31,-
2022,"Central African Rep.",CAF,Belgium,BEL,74,23,-
2022,"Central African Rep.",CAF,Benin,BEN,1144,174,-
2022,"Central African Rep.",CAF,"Burkina Faso",BFA,180,122,-
2022,"Central African Rep.",CAF,Brazil,BRA,5,7,-
2022,"Central African Rep.",CAF,Canada,CAN,32,21,-
2022,"Central African Rep.",CAF,Chad,TCD,123359,2353,-
2022,"Central African Rep.",CAF,China,CHN,0,5,-
2022,"Central African Rep.",CAF,Cameroon,CMR,338476,6041,-
2022,"Central African Rep.",CAF,Congo,COG,26173,3012,-
2022,"Central African Rep.",CAF,"Dem. Rep. of the Congo",COD,207054,64,-
2022,"Central African Rep.",CAF,Cyprus,CYP,0,5,-
2022,"Central African Rep.",CAF,Finland,FIN,6,0,-
2022,"Central African Rep.",CAF,France,FRA,5318,126,-
2022,"Central African Rep.",CAF,Gabon,GAB,19,9,-
2022,"Central African Rep.",CAF,Gambia,GMB,10,8,-
2022,"Central African Rep.",CAF,"United Kingdom of Great Britain and Northern Ireland",GBR,11,17,-
2022,"Central African Rep.",CAF,Germany,DEU,54,6,-
2022,"Central African Rep.",CAF,Ghana,GHA,199,90,-
2022,"Central African Rep.",CAF,Greece,GRC,22,5,-
2022,"Central African Rep.",CAF,Guinea,GIN,31,0,-
2022,"Central African Rep.",CAF,"China, Hong Kong SAR",HKG,5,0,-
2022,"Central African Rep.",CAF,"Cote d'Ivoire",CIV,570,33,-
2022,"Central African Rep.",CAF,Israel,ISR,0,15,-
2022,"Central African Rep.",CAF,Italy,ITA,14,7,-
2022,"Central African Rep.",CAF,Jordan,JOR,7,0,-
2022,"Central African Rep.",CAF,Kenya,KEN,0,13,-
2022,"Central African Rep.",CAF,Liberia,LBR,5,0,-
2022,"Central African Rep.",CAF,Mauritania,MRT,651,109,-
2022,"Central African Rep.",CAF,Mexico,MEX,0,5,-
2022,"Central African Rep.",CAF,Mali,MLI,1172,228,-
2022,"Central African Rep.",CAF,Malaysia,MYS,5,0,-
2022,"Central African Rep.",CAF,Morocco,MAR,604,507,-
2022,"Central African Rep.",CAF,Mozambique,MOZ,0,8,-
2022,"Central African Rep.",CAF,Malta,MLT,0,5,-
2022,"Central African Rep.",CAF,Namibia,NAM,5,8,-
2022,"Central African Rep.",CAF,Netherlands,NLD,24,5,-
2022,"Central African Rep.",CAF,Niger,NER,141,79,-
