objectid,iso3,gis_name,ref_conv_1951,ref_conv_1951_date,ref_prot_1967,ref_prot_1967_date,ref_conv_prot_note,sta_conv_1954,sta_conv_1954_date,sta_conv_1961,sta_conv_1961_date,sta_conv_prot_note,unhcr_region,region,subregion,code_op,excom,comments,globalid,region_pcode,m49code,short_name_en,short_name_sp,short_name_ar,short_name_fr,short_name_ru,short_name_ch,m49_region,m49_region_group,m49_sub_region,hcr3,color_code,territory,entity_last_update
23,DOM,Dominican Republic,Active,252720000000,Active,252720000000,,Inactive,-2209161600000,Inactive,-2209161600000,,Regional Bureau for the Americas ,Americas,North America and the Caribbean,USA RO ABC,Inactive,NA,{88F145F6-670C-4D9C-9078-802E8E519187},RBA,214,Dominican Republic,República Dominicana,الجمهورية الدومينيكية,République dominicaine,Доминиканская Республика,多米尼加,Americas,Latin America and the Caribbean,Caribbean,DOM,DOM,NA,1666109157000
15,PLW,Palau,Inactive,-2209161600000,Inactive,-2209161600000,,Inactive,-2209161600000,Inactive,-2209161600000,,Regional Bureau for Asia and the Pacific,Asia and the Pacific,East Asia and the Pacific,AUS RO ABC,Inactive,NA,{863E8489-659B-4B4C-856B-99EC7CEC5E67},RBAP,585,Palau,Palau,بالاو,Palaos,Палау,帕劳,Oceania,,Micronesia,PLW,PLW,NA,1666109157000
124,JOR,Jordan,Inactive,-2209161600000,Inactive,-2209161600000,,Inactive,-2209161600000,Inactive,-2209161600000,,Regional Bureau for the Middle East and North Africa,Middle East and North Africa,Middle East,JOR ABC,Inactive,NA,{54F8E9A6-7D97-4E8C-B525-9D32A930CA71},RBMENA,400,Jordan,Jordania,الأردن,Jordanie,Иордания,约旦,Asia,,Western Asia,JOR,JOR,NA,1666109157000
109,ESH,Western Sahara,Inactive,-2209161600000,Inactive,-2209161600000,,Inactive,-2209161600000,Inactive,-2209161600000,,Regional Bureau for the Middle East and North Africa,Middle East and North Africa,North Africa,ESH ABC,Inactive,NA,{F3112675-4AB8-4C8D-B0B4-BFE2BBF68CE9},RBMENA,732,Western Sahara,Sáhara Occidental,الصحراء الغربية,Sahara occidental,Западная Сахара,西撒哈拉,Africa,,Northern Africa,WSH,ESH,NA,1666109157000
136,SVK,Slovakia,Active,728784000000,Active,728784000000,,Active,954720000000,Active,954720000000,,Regional Bureau for Europe,Europe,"Northern, Western, Central and Southern Europe",HUN RO ABC,Inactive,NA,{C6473CD0-5AAE-4C3B-AE29-F474C1978281},RBE,703,Slovakia,Eslovaquia,سلوفاكيا,Slovaquie,Словакия,斯洛伐克,Europe,,Eastern Europe,SVK,SVK,NA,1666109157000
153,SRB,Serbia*,Active,984355200000,Active,984355200000,,Active,984355200000,Active,1323216000000,,Regional Bureau for Europe,Europe,South-Eastern Europe,BIH RO ABC,Inactive,NA,{CDBDB842-B518-444E-AE05-43FB0D7AF661},RBE,688,Serbia,Serbia,صربيا,Serbie,Сербия,塞尔维亚,Europe,,Southern Europe,SRB,SRB,NA,1666109157000
130,IDN,Indonesia,Inactive,-2209161600000,Inactive,-2209161600000,,Inactive,-2209161600000,Inactive,-2209161600000,,Regional Bureau for Asia and the Pacific,Asia and the Pacific,South East Asia,IDN ABC,Inactive,NA,{3B2DD39F-F0BC-4CD5-AA6E-DCE1B0B62E1F},RBAP,360,Indonesia,Indonesia,إندونيسيا,Indonésie,Индонезия,印度尼西亚,Asia,,South-eastern Asia,INS,IDN,NA,1666109157000
9,GTM,Guatemala,Active,433036800000,Active,433036800000,,Active,975369600000,Active,995500800000,,Regional Bureau for the Americas ,Americas,Latin America,PAN RO ABC,Inactive,NA,{632145C4-AF72-494E-BE45-2B710D9A0A95},RBA,320,Guatemala,Guatemala,غواتيمالا,Guatemala,Гватемала,危地马拉,Americas,Latin America and the Caribbean,Central America,GUA,GTM,NA,1666109157000
26,NZL,New Zealand,Active,-299980800000,Active,113443200000,,Inactive,-2209161600000,Active,1158710400000,,Regional Bureau for Asia and the Pacific,Asia and the Pacific,East Asia and the Pacific,AUS RO ABC,Inactive,NA,{78A1438F-662C-4577-B1EE-621DEC57DE4C},RBAP,554,New Zealand,Nueva Zelandia,نيوزيلندا,Nouvelle-Zélande,Новая Зеландия,新西兰,Oceania,,Australia and New Zealand,NZL,NZL,NA,1666109157000
54,KHM,Cambodia,Active,719107200000,Active,719107200000,,Inactive,-2209161600000,Inactive,-2209161600000,,Regional Bureau for Asia and the Pacific,Asia and the Pacific,South East Asia,THA RO ABC,Inactive,NA,{14A8BE5F-2CC1-4539-91D3-80BFF4F48DF4},RBAP,116,Cambodia,Camboya,كمبوديا,Cambodge,Камбоджа,柬埔寨,Asia,,South-eastern Asia,CAM,KHM,NA,1666109157000
77,MLI,Mali,Active,97459200000,Active,97459200000,,Active,1464307200000,Active,1464307200000,,Regional Bureau for West and Central Africa,Africa,West Africa,MLI ABC,Inactive,NA,{4F60E7CF-906B-4067-8A04-0993128AB072},RBWCA,466,Mali,Malí,مالي,Mali,Мали,马里,Africa,Sub-Saharan Africa,Western Africa,MLI,MLI,NA,1666109157000
175,SWZ,Eswatini,Active,950486400000,Active,-29203200000,,Active,942710400000,Active,942710400000,,Regional Bureau for Southern Africa,Africa,Southern Africa,ZAF RO ABC,Inactive,NA,{428EF82D-B6C1-49E9-8A7D-60CF11424FB4},RBSA,748,Eswatini,Eswatini,إسواتيني,Eswatini,Эсватини,斯威士兰,Africa,Sub-Saharan Africa,Southern Africa,SWA,SWZ,NA,1666109157000
143,ARG,Argentina,Active,-256521600000,Active,-65404800000,,Active,76204800000,Active,1415836800000,,Regional Bureau for the Americas ,Americas,Latin America,ARG RO ABC,Inactive,NA,{D7AC4CFE-29CC-446D-9432-9BBF7DEA5260},RBA,32,Argentina,Argentina,الأرجنتين,Argentine,Аргентина,阿根廷,Americas,Latin America and the Caribbean,South America,ARG,ARG,NA,1666109157000
2,TTO,Trinidad and Tobago,Active,973814400000,Active,973814400000,,Active,-117590400000,Inactive,-2209161600000,,Regional Bureau for the Americas ,Americas,North America and the Caribbean,USA RO ABC,Inactive,NA,{5813B347-7D24-47FB-AF3A-7A7F18866724},RBA,780,Trinidad and Tobago,Trinidad y Tabago,ترينيداد وتوباغو,Trinité-et-Tobago,Тринидад и Тобаго,特立尼达和多巴哥,Americas,Latin America and the Caribbean,Caribbean,TRT,TTO,NA,1666109157000
144,VGB,British Virgin Islands (GBR),Inactive,-2209161600000,Inactive,-2209161600000,,Inactive,-2209161600000,Inactive,-2209161600000,,Regional Bureau for Europe,Americas,North America and the Caribbean,USA RO ABC,Inactive,NA,{3765035D-0A57-499D-9C78-343C084560D0},RBE,92,British Virgin Islands,Islas Vírgenes Británicas,جزر فرجن البريطانية,Îles Vierges britanniques,Британские Виргинские острова,英属维尔京群岛,Americas,Latin America and the Caribbean,Caribbean,BVI,GBR,NA,1666109157000
50,BES,Bonaire Saint Eustatius and Saba (NLD),Active,-431222400000,Active,-34387200000,,Inactive,-2209161600000,Inactive,-2209161600000,,Regional Bureau for Europe,Americas,North America and the Caribbean,USA RO ABC,Inactive,NA,{CAC5FF36-DB1A-4D47-84CA-5003F2C0FB73},RBE,535,"Bonaire, Sint Eustatius and Saba","Bonaire, San Eustaquio y Saba",بونير وسانت يوستاشيوس وسابا,"Bonaire, Saint-Eustache et Saba","Бонайре, Синт-Эстатиус и Саба",博纳尔，圣俄斯塔休斯和萨巴,Americas,Latin America and the Caribbean,Caribbean,BES,NLD,NA,1666109157000
52,ISL,Iceland,Active,-444614400000,Active,-53136000000,,Inactive,-2209161600000,Inactive,-2209161600000,,Regional Bureau for Europe,Europe,"Northern, Western, Central and Southern Europe",SWE RO ABC,Inactive,NA,{6C13CB6F-1493-47F5-86D1-B4E15DEB9726},RBE,352,Iceland,Islandia,آيسلندا,Islande,Исландия,冰岛,Europe,,Northern Europe,ICE,ISL,NA,1666109157000
62,RUS,Russian Federation,Active,728611200000,Active,728611200000,,Inactive,-2209161600000,Inactive,-2209161600000,,Regional Bureau for Europe,Europe,Eastern Europe,RUS ABC,Inactive,NA,{B6D165D7-1354-43A4-84FB-9E1A17A2453D},RBE,643,Russian Federation,Federación de Rusia,الاتحاد الروسي,Fédération de Russie,Российская Федерация,俄罗斯联邦,Europe,,Eastern Europe,RUS,RUS,NA,1666109157000
18,PER,Peru,Active,-158716800000,Active,432432000000,,Active,1390435200000,Active,1418860800000,,Regional Bureau for the Americas ,Americas,Latin America,PER ABC,Inactive,NA,{0745E86A-F404-48A5-ABA3-AD06F1D71041},RBA,604,Peru,Perú,بيرو,Pérou,Перу,秘鲁,Americas,Latin America and the Caribbean,South America,PER,PER,NA,1666109157000
163,BFA,Burkina Faso,Active,330134400000,Active,330134400000,,Active,1335830400000,Active,1501718400000,,Regional Bureau for West and Central Africa,Africa,West Africa,BFA ABC,Inactive,NA,{A165FCD9-66E4-4E5E-A5B1-084A406A94DE},RBWCA,854,Burkina Faso,Burkina Faso,بوركينا فاسو,Burkina Faso,Буркина-Фасо,布基纳法索,Africa,Sub-Saharan Africa,Western Africa,BKF,BFA,NA,1666109157000
181,SEN,Senegal,Active,-210470400000,Active,-70934400000,,Active,1127260800000,Active,1127260800000,,Regional Bureau for West and Central Africa,Africa,West Africa,SEN RO ABC,Inactive,NA,{07BCED9D-5E70-4436-8D97-B51F02C60594},RBWCA,686,Senegal,Senegal,السنغال,Sénégal,Сенегал,塞内加尔,Africa,Sub-Saharan Africa,Western Africa,SEN,SEN,NA,1666109157000
72,PRK,Democratic People's Rep. of Korea,Inactive,-2209161600000,Inactive,-2209161600000,,Inactive,-2209161600000,Inactive,-2209161600000,,Regional Bureau for Asia and the Pacific,Asia and the Pacific,East Asia and the Pacific,THA RO ABC,Inactive,NA,{983F0B20-4624-42D9-A649-3F59A67A95B7},RBAP,408,Democratic People's Republic of Korea,República Popular Democrática de Corea,جمهورية كوريا الشعبية الديمقراطية,République populaire démocratique de Corée,Корейская Народно-Демократическая Республика,朝鲜民主主义人民共和国,Asia,,Eastern Asia,KRN,PRK,NA,1666109157000
31,TCD,Chad,Active,367027200000,Active,367027200000,,Active,934416000000,Active,934416000000,,Regional Bureau for West and Central Africa,Africa,East and Horn of Africa,TCD ABC,Inactive,NA,{01BBE75F-DF7F-44DA-84A7-3C1243BB7A85},RBWCA,148,Chad,Chad,تشاد,Tchad,Чад,乍得,Africa,Sub-Saharan Africa,Middle Africa,CHD,TCD,NA,1666109157000
76,PHL,Philippines,Active,364608000000,Active,364608000000,,Active,1316649600000,Inactive,-2209161600000,,Regional Bureau for Asia and the Pacific,Asia and the Pacific,South East Asia,PHL ABC,Inactive,NA,{29EB249F-011A-42EB-8BA2-1EC5C2CB5FB5},RBAP,608,Philippines,Filipinas,الفلبين,Philippines,Филиппины,菲律宾,Asia,,South-eastern Asia,PHI,PHL,NA,1666109157000
166,MAC,Macao (CHN),Active,-2209161600000,Active,-2209161600000,,Inactive,-2209161600000,Inactive,-2209161600000,,Regional Bureau for Asia and the Pacific,Asia and the Pacific,East Asia and the Pacific,CHN RO ABC,Inactive,NA,{CF3BF0BC-6FF3-4B6D-B20D-C452A979DF6D},RBAP,446,"China, Macao Special Administrative Region","China, región administrativa especial de Macao",الصين، منطقة ماكاو الإدارية الخاصة,"Chine, région administrative spéciale de Macao","Китай, Специальный административный район Макао",中国澳门特别行政区,Asia,,Eastern Asia,MAC,CHN,NA,1666109157000
137,NER,Niger,Active,-263606400000,Active,2764800000,,Active,1415318400000,Active,487814400000,,Regional Bureau for West and Central Africa,Africa,West Africa,NER ABC,Inactive,NA,{E9CE2086-ED47-4C22-B5E9-E682903FE7C2},RBWCA,562,Niger,Níger,النيجر,Niger,Нигер,尼日尔,Africa,Sub-Saharan Africa,Western Africa,NGR,NER,NA,1666109157000
147,AZE,Azerbaijan,Active,729475200000,Active,729475200000,,Active,840153600000,Active,840153600000,,Regional Bureau for Europe,Europe,Eastern Europe,GEO RO ABC,Inactive,NA,{3A36FFC9-5AC2-4D58-9739-C0A7800EE87A},RBE,31,Azerbaijan,Azerbaiyán,أذربيجان,Azerbaïdjan,Азербайджан,阿塞拜疆,Asia,,Western Asia,AZE,AZE,NA,1666109157000
66,LTU,Lithuania,Active,862185600000,Active,862185600000,,Active,949881600000,Active,1374451200000,,Regional Bureau for Europe,Europe,"Northern, Western, Central and Southern Europe",SWE RO ABC,Inactive,NA,{C494BDAD-36A4-4440-B8F2-7633133CF02A},RBE,440,Lithuania,Lituania,ليتوانيا,Lituanie,Литва,立陶宛,Europe,,Northern Europe,LTU,LTU,NA,1666109157000
251,MYT,Mayotte (FRA),Inactive,-2209161600000,Inactive,-2209161600000,,Inactive,-2209161600000,Inactive,-2209161600000,,,,,,Inactive,,{EB1D2F94-5CC9-4CB3-9252-A67004228342},NA,175,Mayotte,Mayotte,مايوت,Mayotte,Остров Майотта,马约特,Africa,Sub-Saharan Africa,Eastern Africa,NA,FRA,NA,1666109157000
250,IMN,Isle of Man (GBR),Inactive,-2209161600000,Inactive,-2209161600000,,Inactive,-2209161600000,Inactive,-2209161600000,,,,,,Inactive,,{5C5AF51D-99EB-4ED6-B0F4-A161014FE109},NA,833,Isle of Man,Isla de Man,جزيرة مان,Île de Man,Остров Мэн,马恩岛,Europe,,Northern Europe,NA,GBR,NA,1666109157000
245,VIR,United States Virgin Islands (USA),Inactive,-2209161600000,Inactive,-2209161600000,,Inactive,-2209161600000,Inactive,-2209161600000,,,,,,Inactive,,{4EBD58AF-E491-47CD-A6E8-05EC45D7A71E},NA,850,United States Virgin Islands,Islas Vírgenes de los Estados Unidos,جزر فرجن التابعة للولايات المتحدة,Îles Vierges américaines,Виргинские острова Соединенных Штатов,美属维尔京群岛,Americas,Latin America and the Caribbean,Caribbean,NA,USA,NA,1666109157000
241,PCN,Pitcairn Islands (GBR),Inactive,-2209161600000,Inactive,-2209161600000,,Inactive,-2209161600000,Inactive,-2209161600000,,,,,,Inactive,,{649FFD4B-73C3-4505-B66D-27770E327947},NA,612,Pitcairn,Pitcairn,بيتكرن,Pitcairn,Питкэрн,皮特凯恩,Oceania,,Polynesia,NA,GBR,NA,1666109157000
98,ESP,Spain,Active,271900800000,Active,271900800000,,Active,863395200000,Active,1537833600000,,Regional Bureau for Europe,Europe,"Northern, Western, Central and Southern Europe",ITA RO ABC,Inactive,NA,{8366F355-556F-4C7E-B457-D781C2CE4851},RBE,724,Spain,España,إسبانيا,Espagne,Испания,西班牙,Europe,,Southern Europe,SPA,ESP,NA,1666109157000
55,PRT,Portugal,Active,-284860800000,Active,206064000000,,Active,1349049600000,Active,1349049600000,,Regional Bureau for Europe,Europe,"Northern, Western, Central and Southern Europe",ITA RO ABC,Inactive,NA,{4AFC40A6-BC6A-408A-8860-1922453FBF02},RBE,620,Portugal,Portugal,البرتغال,Portugal,Португалия,葡萄牙,Europe,,Southern Europe,POR,PRT,NA,1666109157000
268,XAC,Aksai Chin (Sovereignty unsettled),Inactive,-2209161600000,Inactive,-2209161600000,,Inactive,-2209161600000,Inactive,-2209161600000,,,,,,Inactive,UNHCR created ISO3,{67D6CD31-290B-4AD1-8585-31262C31CA7D},NA,NA,,,,,,,,,,NA,NA,NA,1666109209000
265,XCI,China/India (Sovereignty unsettled),Inactive,-2209161600000,Inactive,-2209161600000,,Inactive,-2209161600000,Inactive,-2209161600000,,,,,,Inactive,UNHCR created ISO3,{21AD952B-595F-420C-8ACB-16703459EF96},NA,NA,,,,,,,,,,NA,NA,NA,1666109209000
264,XSP,Spratly Islands (Sovereignty unsettled),Inactive,-2209161600000,Inactive,-2209161600000,,Inactive,-2209161600000,Inactive,-2209161600000,,,,,,Inactive,UNHCR created ISO3,{6F458C7C-5843-4AFD-BBA4-C742209E02B8},NA,NA,,,,,,,,,,NA,NA,NA,1666109209000
263,XPI,Paracel Islands (Sovereignty unsettled),Inactive,-2209161600000,Inactive,-2209161600000,,Inactive,-2209161600000,Inactive,-2209161600000,,,,,,Inactive,UNHCR created ISO3,{9E70EACF-D22D-4716-BCA5-67043BB8779D},NA,NA,,,,,,,,,,NA,NA,NA,1666109209000
262,XSI,Senkaku Islands (Sovereignty unsettled),Inactive,-2209161600000,Inactive,-2209161600000,,Inactive,-2209161600000,Inactive,-2209161600000,,,,,,Inactive,UNHCR created ISO3,{DC96AD0C-1769-44FA-8CB9-EF89112BE2ED},NA,NA,,,,,,,,,,NA,NA,NA,1666109209000
259,XSR,Scarborough Reef (Sovereignty unsettled),Inactive,-2209161600000,Inactive,-2209161600000,,Inactive,-2209161600000,Inactive,-2209161600000,,,,,,Inactive,UNHCR created ISO3,{02224130-3B5D-46F2-B21D-793C9FB4A707},NA,NA,,,,,,,,,,NA,NA,NA,1666109209000
257,XAB,Abyei,Inactive,-2209161600000,Inactive,-2209161600000,,Inactive,-2209161600000,Inactive,-2209161600000,,,,,,Inactive,UNHCR created ISO3,{630AA9E7-4708-4058-9A0F-6A92B6F06A67},NA,NA,,,,,,,,,,NA,NA,NA,1666109209000
235,ALA,Åland Islands (FIN),Inactive,-2209161600000,Inactive,-2209161600000,,Inactive,-2209161600000,Inactive,-2209161600000,,Regional Bureau for Europe,Europe,"Northern, Western, Central and Southern Europe",SWE RO ABC,Inactive,,{144DF9AD-39AC-4961-A210-F61C1174FEDF},NA,248,Åland Islands,Islas Åland,جزر ألاند,Îles d’Åland,Аландских островов,奥兰群岛,Europe,,Northern Europe,NA,FIN,NA,1666109209000
258,XAP,Arunachal Pradesh (IND),Inactive,-2209161600000,Inactive,-2209161600000,,Inactive,-2209161600000,Inactive,-2209161600000,,,,,,Inactive,UNHCR created ISO3,{F72E5457-E54D-42D8-93DB-534F6BAF3523},NA,NA,,,,,,,,,,NA,IND,NA,1666109209000
255,XJK,Jammu and Kashmir,Inactive,-2209161600000,Inactive,-2209161600000,,Inactive,-2209161600000,Inactive,-2209161600000,,,,,,Inactive,UNHCR created ISO3,{708B4CD6-BA55-4B76-884D-80C13F215073},NA,NA,,,,,,,,,,NA,AAA,NA,1666109157000
267,XMS,Ma'tan al-Sarra (EGY),Inactive,-2209161600000,Inactive,-2209161600000,,Inactive,-2209161600000,Inactive,-2209161600000,,,,,,Inactive,UNHCR created ISO3,{FC6B1E3C-A644-4AD0-8D01-4A71EDAE1A48},NA,NA,,,,,,,,,,NA,EGY,NA,1666109209000
261,XKI,Kuril Islands (RUS),Inactive,-2209161600000,Inactive,-2209161600000,,Inactive,-2209161600000,Inactive,-2209161600000,,,,,,Inactive,UNHCR created ISO3,{CE0FF5B9-A58F-4E76-A284-BC2343ECAFD2},NA,NA,,,,,,,,,,NA,RUS,NA,1666109209000
260,XIT,Ilemi Triangle (SSD),Inactive,-2209161600000,Inactive,-2209161600000,,Inactive,-2209161600000,Inactive,-2209161600000,,,,,,Inactive,UNHCR created ISO3,{F53C00EC-B272-437D-82CA-77D190A3D2E2},NA,NA,,,,,,,,,,NA,SSD,NA,1666109209000
266,XHT,Hala'ib triangle (SDN),Inactive,-2209161600000,Inactive,-2209161600000,,Inactive,-2209161600000,Inactive,-2209161600000,,,,,,Inactive,UNHCR created ISO3,{66EF8A4F-12D5-413A-AAE7-C7467A6D1771},NA,NA,,,,,,,,,,NA,SDN,NA,1666109209000
232,SPM,Saint Pierre and Miquelon (FRA),Inactive,-2209161600000,Inactive,-2209161600000,,Inactive,-2209161600000,Inactive,-2209161600000,,,,,,Inactive,,{79A73FA4-2943-4FB3-9996-42888A950596},NA,666,Saint Pierre and Miquelon,San Pedro y Miquelón,سان بيير وميكلون,Saint-Pierre-et-Miquelon,Сен-Пьер и Микелон,圣皮埃尔和密克隆,Americas,,Northern America,SPM,FRA,NA,1666109157000
231,BLM,Saint Barthélemy (FRA),Inactive,-2209161600000,Inactive,-2209161600000,,Inactive,-2209161600000,Inactive,-2209161600000,,,,,,Inactive,,{7E8B151F-03AE-4DCA-A090-3661EECD10F6},NA,652,Saint Barthélemy,San Barthélemy,سان بارتليمي,Saint-Barthélemy,Сен-Бартелеми,圣巴泰勒米,Americas,Latin America and the Caribbean,Caribbean,NA,NA,NA,1666109209000
256,XSA,Sark (GBR),Inactive,-2209161600000,Inactive,-2209161600000,,Inactive,-2209161600000,Inactive,-2209161600000,,,,,,Inactive,UNHCR created ISO3,{39B967C0-7DE0-40E6-B7D6-19745BF3B4B7},NA,680,Sark,Sark,سارك,Sercq,Сарк,萨克,Europe,,Northern Europe,NA,NA,NA,1666109209000
249,HMD,Heard Island and McDonald Islands (AUS),Inactive,-2209161600000,Inactive,-2209161600000,,Inactive,-2209161600000,Inactive,-2209161600000,,,,,,Inactive,,{C9ED6D5F-0603-4115-8FAF-1768CF99186E},NA,334,Heard Island and McDonald Islands,Islas Heard y McDonald,جزيرة هيرد وجزر ماكدونالد,Île Heard-et-Îles MacDonald,Остров Херд и острова Макдональд,赫德岛和麦克唐纳岛,Oceania,,Australia and New Zealand,HMD,AUS,NA,1666109157000
248,NFK,Norfolk Island (AUS),Inactive,-2209161600000,Inactive,-2209161600000,,Inactive,-2209161600000,Inactive,-2209161600000,,,,,,Inactive,,{B2CAADF2-B279-48E6-84F5-D90F2E67A7C4},NA,574,Norfolk Island,Isla Norfolk,جزيرة نورفولك,Île Norfolk,Остров Норфолк,诺福克岛,Oceania,,Australia and New Zealand,,AUS,NA,1666109157000
247,IOT,British Indian Ocean Territory (GBR),Inactive,-2209161600000,Inactive,-2209161600000,,Inactive,-2209161600000,Inactive,-2209161600000,,,,,,Inactive,,{C77BD573-2541-43E1-A728-9C5848623CDC},NA,86,British Indian Ocean Territory,Territorio Británico del Océano Índico,المحيط الهندي الإقليم البريطاني في,Territoire britannique de l'océan Indien,Британская территория в Индийском океане,英属印度洋领土,Africa,Sub-Saharan Africa,Eastern Africa,IOT,GBR,NA,1666109157000
246,ASM,American Samoa (USA),Inactive,-2209161600000,Inactive,-2209161600000,,Inactive,-2209161600000,Inactive,-2209161600000,,,,,,Inactive,,{FA5F1468-FF41-4E6C-9C43-4D537BBC4DD6},NA,16,American Samoa,Samoa Americana,ساموا الأمريكية,Samoa américaines,Американское Самоа,美属萨摩亚,Oceania,,Polynesia,ASM,USA,NA,1666109157000
244,UMI,United States Minor Outlying Islands,Inactive,-2209161600000,Inactive,-2209161600000,,Inactive,-2209161600000,Inactive,-2209161600000,,,,,,Inactive,,{1FE5D8D6-05D7-4520-A180-58D277ACB112},NA,581,United States Minor Outlying Islands,Islas menores alejadas de Estados Unidos,نائية التابعة للولايات المتحدة,Îles mineures éloignées des États-Unis,Внешние малые острова Соединенных Штатов,美国本土外小岛屿,Oceania,,Micronesia,NA,USA,NA,1666109157000
243,CCK,Cocos (Keeling) Islands,Inactive,-2209161600000,Inactive,-2209161600000,,Inactive,-2209161600000,Inactive,-2209161600000,,,,,,Inactive,,{A6B1E8E6-CC1F-409B-8C27-677A7D0AA6CC},NA,166,Cocos (Keeling) Islands,Islas Cocos (Keeling),جزر كوكس (كيلينغ),Îles des Cocos (Keeling),Кокосовых (Килинг) островов,科科斯（基林）群岛,Oceania,,Australia and New Zealand,CCK,AUS,NA,1666109157000
242,GIB,Gibraltar (GBR),Inactive,-2209161600000,Inactive,-2209161600000,,Inactive,-2209161600000,Inactive,-2209161600000,,,,,,Inactive,,{3A016CD3-6D25-44D4-9284-02008479CB5E},NA,292,Gibraltar,Gibraltar,جبل طارق,Gibraltar,Гибралтар,直布罗陀,Europe,,Southern Europe,GIB,GBR,NA,1666109157000
240,WLF,Wallis and Futuna,Inactive,-2209161600000,Inactive,-2209161600000,,Inactive,-2209161600000,Inactive,-2209161600000,,,,,,Inactive,,{61F6F9B6-C556-4C2B-994E-986C44CCD1BF},NA,876,Wallis and Futuna Islands,Islas Wallis y Futuna,جزر واليس وفوتونا,Îles Wallis-et-Futuna,Острова Уоллис и Футуна,瓦利斯群岛和富图纳群岛,Oceania,,Polynesia,,FRA,NA,1666109157000
237,TKL,Tokelau (NZL),Inactive,-2209161600000,Inactive,-2209161600000,,Inactive,-2209161600000,Inactive,-2209161600000,,,,,,Inactive,,{6006EF9F-4CB5-4C43-9DFC-07A207F12276},NA,772,Tokelau,Tokelau,توكيلاو,Tokélaou,Токелау,托克劳,Oceania,,Polynesia,TKL,NZL,NA,1666109157000
233,CXR,Christmas Island (AUS),Inactive,-2209161600000,Inactive,-2209161600000,,Inactive,-2209161600000,Inactive,-2209161600000,,,,,,Inactive,,{C09AF7A7-4FA3-4010-9D6B-0534EDE2372C},NA,162,Christmas Island,Isla Christmas,جزيرة عيد الميلاد,Île Christmas,остров Рождества,圣诞岛,Oceania,,Australia and New Zealand,CXR,AUS,NA,1666109157000
230,ATA,Antarctica,Inactive,-2209161600000,Inactive,-2209161600000,,Inactive,-2209161600000,Inactive,-2209161600000,,,,,,Inactive,,{8C0D3E5D-E6CB-4224-BD30-1FAE5EEA7311},NA,10,Antarctica,Antártida,أنتاركتيكا,Antarctique,Антарктике,南极洲,Antarctica,,,ATA,ATA,NA,1666109157000
229,GUM,Guam (USA),Inactive,-2209161600000,Inactive,-2209161600000,,Inactive,-2209161600000,Inactive,-2209161600000,,,,,,Inactive,,{93E74178-9CE8-435D-8A85-C22D13EF8329},NA,316,Guam,Guam,غوام,Guam,Гуам,关岛,Oceania,,Micronesia,GUM,USA,NA,1666109157000
227,COK,Cook Islands (NZL),Inactive,-2209161600000,Inactive,-2209161600000,,Inactive,-2209161600000,Inactive,-2209161600000,,Regional Bureau for Asia and the Pacific,Asia and the Pacific,East Asia and the Pacific,None,Inactive,NA,{0CE1BC7A-6F02-4B54-924D-2E4DA5099FA9},RBAP,184,Cook Islands,Islas Cook,جزر كوك,Îles Cook,Острова Кука,库克群岛,Oceania,,Polynesia,COK,NZL,NA,1666109157000
221,AUS,Australia,Active,-503107200000,Active,124588800000,,Active,124588800000,Active,124588800000,,Regional Bureau for Asia and the Pacific,Asia and the Pacific,East Asia and the Pacific,AUS RO ABC,Inactive,NA,{EAB181A6-11A3-48E4-8134-B2E6EEF1870B},RBAP,36,Australia,Australia,أستراليا,Australie,Австралия,澳大利亚,Oceania,,Australia and New Zealand,AUL,AUS,NA,1666109157000
217,MHL,Marshall Islands,Inactive,-2209161600000,Inactive,-2209161600000,,Inactive,-2209161600000,Inactive,-2209161600000,,Regional Bureau for Asia and the Pacific,Asia and the Pacific,East Asia and the Pacific,None,Inactive,NA,{543C90B3-8DD8-4923-8D81-92EABD52ACAB},RBAP,584,Marshall Islands,Islas Marshall,جزر مارشال,Îles Marshall,Маршалловы Острова,马绍尔群岛,Oceania,,Micronesia,MHL,MHL,NA,1666109157000
204,MAF,Saint Martin (FRA),Active,-2209161600000,Active,-2209161600000,,Inactive,-2209161600000,Inactive,-2209161600000,,Regional Bureau for Europe,Europe,"Northern, Western, Central and Southern Europe",FRA ABC,Inactive,NA,{35CB8696-C627-4AD2-A94E-BA65C75790BA},RBE,663,Saint Martin (French Part),San Martín (parte francesa),سانت مارتن (الجزء الفرنسي),Saint-Martin (partie française),Сен-Мартен (французская часть),圣马丁（法属）,Americas,Latin America and the Caribbean,Caribbean,MAF,FRA,NA,1666109157000
190,VAT,Holy See,Active,-435456000000,Active,-81043200000,,Inactive,-2209161600000,Inactive,-2209161600000,,Regional Bureau for Europe,Europe,"Northern, Western, Central and Southern Europe",0,Inactive,NA,{9AF77DB5-5BF9-41DC-8EB0-80CA828D8EAC},RBE,336,Holy See,Santa Sede,الكرسي الرسولي,Saint-Siège,Святой Престол,教廷,Europe,,Southern Europe,VAT,VAT,NA,1666109157000
